x,y,u,v,u0,v0,ZNCC,iteration,convergence,feature
38,248,-0.39684629,-3.51509213,-0.40830281,-3.51443124,0.99614847,3,0.00089489,42
40,248,-0.39936581,-3.51728249,-0.41105488,-3.51291537,0.99621475,3,0.00064738,37
42,248,-0.39879051,-3.52503991,-0.40965232,-3.51308966,0.99630862,3,0.0005857,39
44,248,-0.40084922,-3.52730918,-0.41153178,-3.5159874,0.99630415,3,0.00057178,42
46,248,-0.40593439,-3.52903271,-0.41151977,-3.5158751,0.9963038,3,0.00097559,40
48,248,-0.40311122,-3.53591776,-0.41275182,-3.51682591,0.99637723,3,0.00085989,44
50,248,-0.40986291,-3.53524375,-0.4106378,-3.51812243,0.9964965,3,0.00096486,42
52,248,-0.41281226,-3.53527021,-0.41239354,-3.52280164,0.9965083,3,0.00092514,38
54,248,-0.41301835,-3.53778434,-0.40841627,-3.52537346,0.99641275,4,0.00025242,39
56,248,-0.42072621,-3.54041147,-0.41163152,-3.5300045,0.9964022,4,0.00045696,41
58,248,-0.42152026,-3.54119563,-0.41527748,-3.52852678,0.99641532,4,0.00034466,40
60,248,-0.41973573,-3.54348278,-0.41415104,-3.52729511,0.99634892,4,0.00048386,47
62,248,-0.41664687,-3.5416162,-0.41428414,-3.528512,0.99620903,4,0.00030727,49
64,248,-0.41800481,-3.5430069,-0.41636345,-3.53015018,0.99619156,4,0.00024984,51
66,248,-0.41739815,-3.5416503,-0.42291698,-3.53283334,0.99604189,4,0.00023509,47
68,248,-0.41712868,-3.54584408,-0.42438021,-3.53570962,0.9958511,4,0.00019511,51
70,248,-0.42236632,-3.54354692,-0.4273648,-3.53635573,0.99582404,4,0.00029602,52
72,248,-0.41964647,-3.54619408,-0.42659125,-3.53896213,0.99588352,4,0.00024296,55
74,248,-0.41854703,-3.54742765,-0.4248805,-3.53712749,0.99557459,4,0.0001907,56
76,248,-0.41880178,-3.54428554,-0.42568228,-3.53442645,0.99546808,4,0.00026635,55
78,248,-0.42031407,-3.54285264,-0.41787666,-3.5343051,0.99515498,3,0.00079175,54
80,248,-0.41979247,-3.54504299,-0.42126656,-3.53253627,0.99496061,3,0.00088162,53
82,248,-0.42190608,-3.5443604,-0.42248753,-3.5358336,0.99499792,3,0.0006783,53
84,248,-0.42024273,-3.5441463,-0.41742471,-3.54094124,0.99505693,3,0.00063119,53
86,248,-0.41899565,-3.54406476,-0.41859248,-3.54134607,0.99517047,3,0.00053791,55
88,248,-0.41951972,-3.54727411,-0.41508797,-3.54320383,0.99526083,3,0.00066211,55
90,248,-0.41615894,-3.55168772,-0.41874996,-3.54513383,0.99537987,3,0.00089099,52
92,248,-0.41832864,-3.55320382,-0.4177469,-3.54283786,0.99541897,3,0.00089706,55
94,248,-0.41995198,-3.5528357,-0.41244939,-3.54433608,0.99536234,3,0.00095189,51
96,248,-0.42215028,-3.55312204,-0.41610819,-3.54402804,0.99525124,4,0.00021384,49
98,248,-0.42090312,-3.55438733,-0.41436279,-3.54773402,0.99532294,3,0.00089612,48
100,248,-0.42384937,-3.55012488,-0.41763771,-3.54613686,0.99510944,3,0.0008913,50
102,248,-0.42412388,-3.5488081,-0.4172076,-3.54829001,0.9952938,3,0.00085291,50
104,248,-0.42002368,-3.55148482,-0.41460302,-3.55379534,0.99533862,3,0.00070625,48
106,248,-0.42413303,-3.55166245,-0.41712779,-3.55971932,0.99527448,3,0.00099666,49
108,248,-0.42310634,-3.55071163,-0.41284528,-3.56293273,0.99539369,4,0.00018471,50
110,248,-0.42291197,-3.55139542,-0.4113279,-3.56770921,0.99552804,4,0.00025089,47
112,248,-0.42752889,-3.55492806,-0.41434026,-3.56449842,0.99549812,3,0.0009394,45
114,248,-0.42660522,-3.55306864,-0.41323593,-3.5665431,0.99558926,4,0.00021422,49
116,248,-0.42578536,-3.55784798,-0.41297555,-3.56716132,0.99544328,4,0.00020761,47
118,248,-0.42448646,-3.55572915,-0.40834135,-3.57927227,0.99534822,4,0.00024519,49
120,248,-0.42707703,-3.56053042,-0.40848976,-3.57873082,0.99540341,4,0.00025907,48
122,248,-0.4280569,-3.55916357,-0.40848687,-3.5784049,0.99535692,4,0.00026831,44
124,248,-0.42771009,-3.56299424,-0.41360566,-3.57822704,0.99509972,4,0.00024188,41
126,248,-0.43138728,-3.56601191,-0.41223475,-3.57826734,0.99506122,4,0.0002107,40
128,248,-0.43245536,-3.57053185,-0.40765449,-3.57752728,0.99520946,4,0.00035768,37
130,248,-0.43373841,-3.57123876,-0.41911253,-3.57242799,0.99514776,4,0.00018156,39
132,248,-0.43071902,-3.572474,-0.41999003,-3.57471991,0.99521434,3,0.00086695,39
134,248,-0.42660433,-3.57661128,-0.42037812,-3.57729888,0.99523872,3,0.00082462,41
136,248,-0.42606971,-3.57490754,-0.423372,-3.58214092,0.99503309,3,0.00066147,39
138,248,-0.4291251,-3.57539701,-0.42572257,-3.58218074,0.99528658,3,0.0007508,39
140,248,-0.42366523,-3.57194018,-0.42213532,-3.57689047,0.99549329,3,0.00088032,40
142,248,-0.42701054,-3.5774591,-0.4225271,-3.58067298,0.99538094,3,0.00090218,38
144,248,-0.42875153,-3.58106828,-0.41872427,-3.58103299,0.99514437,4,0.00018149,37
146,248,-0.4327924,-3.57920742,-0.41979247,-3.58616304,0.99510694,4,0.00022707,38
148,248,-0.4316164,-3.5818944,-0.41808742,-3.58689976,0.9951638,4,0.00025242,39
150,248,-0.43122014,-3.57771468,-0.41610315,-3.58881307,0.9949556,4,0.00021405,38
152,248,-0.43672988,-3.57955956,-0.41700655,-3.59322786,0.99483067,4,0.00035083,33
154,248,-0.43317717,-3.57905722,-0.41893786,-3.59892416,0.99491519,4,0.00047177,34
156,248,-0.43542305,-3.57532859,-0.42486838,-3.59819055,0.99517334,4,0.00044729,34
158,248,-0.43538243,-3.57444239,-0.42386895,-3.60130286,0.99526852,4,0.00046387,29
160,248,-0.43810967,-3.5682261,-0.42069894,-3.59801221,0.99531215,4,0.00044221,31
162,248,-0.43239698,-3.56818271,-0.42777908,-3.59540057,0.99540657,4,0.00045245,30
164,248,-0.43297663,-3.56428003,-0.4213475,-3.59341073,0.99526787,4,0.00044759,30
166,248,-0.43391681,-3.56156826,-0.42008734,-3.59572911,0.99508661,4,0.00048848,28
168,248,-0.42809317,-3.56242752,-0.41630188,-3.5959115,0.99529421,4,0.00039983,27
170,248,-0.43242377,-3.56057906,-0.42218766,-3.60333705,0.99535376,4,0.00036616,29
172,248,-0.4310706,-3.5634613,-0.41826388,-3.61143017,0.99512297,4,0.00053662,29
174,248,-0.42737466,-3.56596732,-0.4200848,-3.61177802,0.99521559,4,0.00043966,30
176,248,-0.43400189,-3.56695652,-0.41307095,-3.6048944,0.99512452,4,0.00044682,33
178,248,-0.4306691,-3.5630095,-0.41588438,-3.60341573,0.99519521,4,0.00054127,34
180,248,-0.43644819,-3.56283879,-0.41474786,-3.60288405,0.99501574,4,0.00049501,32
182,248,-0.43101814,-3.56482577,-0.41499731,-3.59994674,0.99510574,4,0.0006068,29
184,248,-0.43011299,-3.56404424,-0.42091411,-3.5993607,0.99522281,4,0.00062191,24
186,248,-0.43162841,-3.56239033,-0.41780499,-3.59483814,0.9950797,4,0.0004542,26
188,248,-0.42952597,-3.5611999,-0.42567414,-3.58876395,0.9948138,4,0.00037928,29
190,248,-0.43342957,-3.55909109,-0.42669523,-3.58721757,0.99450016,4,0.00046319,28
192,248,-0.43527344,-3.56203294,-0.42639208,-3.58847523,0.9942978,4,0.00035199,27
194,248,-0.4343802,-3.56211805,-0.42606464,-3.58823919,0.99405617,4,0.00043241,26
196,248,-0.4364337,-3.56130457,-0.41866201,-3.58507967,0.99387574,4,0.00035858,25
198,248,-0.43546546,-3.55746651,-0.42906678,-3.57629085,0.99411082,4,0.00037117,28
200,248,-0.43526,-3.56226707,-0.43352008,-3.5735507,0.99425155,4,0.00036046,31
202,248,-0.43164295,-3.56259084,-0.43077657,-3.57676697,0.99383813,4,0.00027773,31
204,248,-0.44034645,-3.56349802,-0.43047583,-3.58199286,0.99365771,4,0.00042116,31
206,248,-0.43772456,-3.56183004,-0.43289211,-3.58530116,0.99319953,4,0.00077484,30
208,248,-0.44202569,-3.56036448,-0.44441873,-3.57632899,0.99334115,4,0.00042657,31
210,248,-0.44543076,-3.55883193,-0.44876388,-3.56601477,0.99367493,4,0.00063661,31
212,248,-0.44696116,-3.56081772,-0.45040402,-3.5586102,0.99352932,4,0.00047412,34
214,248,-0.44842273,-3.55955815,-0.45011249,-3.55814457,0.99347234,4,0.00034475,34
216,248,-0.44902408,-3.5561862,-0.44892251,-3.55249667,0.99335831,4,0.00024095,35
218,248,-0.44973633,-3.55523539,-0.44528055,-3.54976153,0.99350727,4,0.00032473,34
220,248,-0.44959566,-3.55403829,-0.44786575,-3.54961848,0.99364096,4,0.00042437,34
222,248,-0.45139703,-3.55240226,-0.44835848,-3.55242038,0.99379301,4,0.00047611,36
224,248,-0.4510361,-3.55446005,-0.45052665,-3.55485559,0.99379027,4,0.00039251,35
226,248,-0.44868159,-3.55496621,-0.44595346,-3.55972576,0.99370724,4,0.00043024,36
228,248,-0.445692,-3.55487394,-0.44595546,-3.5572443,0.99366808,3,0.00093124,36
30,250,-0.39266655,-3.50550914,-0.40063661,-3.50657845,0.9963581,4,0.00020334,42
32,250,-0.39586043,-3.50771189,-0.39951199,-3.50566792,0.9963758,4,0.00022208,39
34,250,-0.3927224,-3.50681186,-0.39824021,-3.50265956,0.9963643,3,0.00086065,39
36,250,-0.39446235,-3.50840473,-0.4066222,-3.50770092,0.99632031,3,0.00061549,43
38,250,-0.39443776,-3.51126766,-0.40734121,-3.50517297,0.99623424,3,0.00074658,38
40,250,-0.39487475,-3.51210117,-0.40907049,-3.50471425,0.9962123,3,0.00056772,40
42,250,-0.39361846,-3.51884317,-0.40871584,-3.50571322,0.99626869,3,0.00089891,40
44,250,-0.39938921,-3.52219462,-0.4075973,-3.5048964,0.99624527,3,0.00071889,41
46,250,-0.40541944,-3.52430248,-0.40769452,-3.50527883,0.99614954,4,0.00025258,42
48,250,-0.40363345,-3.52940965,-0.40773779,-3.51017427,0.99619257,3,0.00088279,44
50,250,-0.41137591,-3.52938628,-0.4091118,-3.51145411,0.99631637,3,0.00099122,41
52,250,-0.41165638,-3.52639914,-0.40908048,-3.51683712,0.99632317,4,0.00022105,39
54,250,-0.41072702,-3.52941632,-0.40619284,-3.5215528,0.99621385,4,0.0002471,36
56,250,-0.41816169,-3.53135061,-0.40948397,-3.52232146,0.99619597,4,0.00028946,36
58,250,-0.41649577,-3.5330584,-0.41101259,-3.52406478,0.99624825,4,0.00022987,41
60,250,-0.41698432,-3.53650117,-0.40972191,-3.52250814,0.99615514,4,0.00047193,41
62,250,-0.41523132,-3.53370833,-0.40882292,-3.52452874,0.99600399,4,0.00019741,48
64,250,-0.41676578,-3.5342412,-0.41269255,-3.52450418,0.99596316,3,0.00095963,48
66,250,-0.41713294,-3.53279018,-0.41933253,-3.52498603,0.99587506,3,0.00096623,47
68,250,-0.41815799,-3.53860855,-0.42319667,-3.53213811,0.99571395,4,0.00021036,49
70,250,-0.4216288,-3.5368309,-0.42784601,-3.53113627,0.99569225,4,0.000399,50
72,250,-0.41882658,-3.53936386,-0.42432734,-3.52872968,0.99571544,4,0.00022314,55
74,250,-0.41868478,-3.53951192,-0.42214939,-3.53075933,0.99543321,4,0.00018648,54
76,250,-0.41959789,-3.54187441,-0.42192203,-3.53223467,0.99539703,4,0.00025054,54
78,250,-0.41898057,-3.54122066,-0.4144758,-3.53051114,0.99516195,3,0.00086313,52
80,250,-0.41927579,-3.54311419,-0.41572377,-3.53353667,0.99499518,3,0.00045358,53
82,250,-0.41933092,-3.54040122,-0.41404161,-3.53487587,0.99504703,3,0.00057531,51
84,250,-0.41863489,-3.54018497,-0.41160819,-3.53937912,0.99508584,3,0.00077775,54
86,250,-0.41875634,-3.54213357,-0.41202679,-3.5408175,0.99518818,3,0.00074557,55
88,250,-0.41702908,-3.54505515,-0.40940109,-3.54156423,0.99526834,3,0.00078457,52
90,250,-0.41496462,-3.5476594,-0.40697861,-3.5428679,0.9953984,4,0.00021211,50
92,250,-0.41638842,-3.5484426,-0.41418877,-3.5424974,0.99542975,4,0.00016575,49
94,250,-0.42068318,-3.548527,-0.4137018,-3.53959107,0.99541098,4,0.00018016,50
96,250,-0.42286578,-3.54894972,-0.41195622,-3.54356575,0.9952966,4,0.00021369,50
98,250,-0.42405206,-3.55160308,-0.41510984,-3.54316926,0.99535841,3,0.00090134,49
100,250,-0.42453015,-3.5490942,-0.41378206,-3.53877544,0.99507612,3,0.00078773,48
102,250,-0.42666999,-3.55014277,-0.41449732,-3.54441214,0.99521583,3,0.00070216,50
104,250,-0.42251164,-3.55389905,-0.41513687,-3.55563021,0.99526554,3,0.00095948,50
106,250,-0.42637819,-3.55534482,-0.41601998,-3.55491376,0.99520022,4,0.00018002,49
108,250,-0.42515218,-3.5532527,-0.40965402,-3.55802917,0.99532205,4,0.00020963,50
110,250,-0.42495251,-3.5515449,-0.41044918,-3.56253123,0.99551588,4,0.00019673,52
112,250,-0.42785144,-3.55337334,-0.41095483,-3.561728,0.99547988,4,0.0001874,49
114,250,-0.42405218,-3.55221796,-0.41209707,-3.56310439,0.99555355,4,0.00017906,45
116,250,-0.42209974,-3.55617523,-0.41379616,-3.56474304,0.99536926,4,0.00018028,46
118,250,-0.42135119,-3.55501294,-0.41590387,-3.57211232,0.99531519,4,0.00027141,45
120,250,-0.42347375,-3.55890775,-0.41575491,-3.57254124,0.99534798,4,0.00022324,48
122,250,-0.42579713,-3.55785775,-0.42049733,-3.5682807,0.99526656,4,0.00021682,41
124,250,-0.42731607,-3.55938005,-0.4193866,-3.57263589,0.99505329,4,0.00021992,41
126,250,-0.43384734,-3.56228089,-0.41898951,-3.57368636,0.99503064,3,0.00099984,41
128,250,-0.43486452,-3.57159948,-0.41112009,-3.57865429,0.99516672,4,0.00027045,39
130,250,-0.4353537,-3.57203269,-0.41139209,-3.57752037,0.99513942,4,0.00026283,37
132,250,-0.43407699,-3.56996584,-0.41703478,-3.57624292,0.99526185,4,0.00019797,38
134,250,-0.42781594,-3.57507443,-0.41711566,-3.57797217,0.99530602,4,0.00017719,38
136,250,-0.42870069,-3.57560182,-0.42298484,-3.5784502,0.99517143,3,0.0009008,41
138,250,-0.42895949,-3.57519484,-0.42533782,-3.57782531,0.99535763,3,0.00097433,37
140,250,-0.42295572,-3.57208133,-0.42670718,-3.58513117,0.99552643,3,0.00099278,38
142,250,-0.426759,-3.57406998,-0.42040923,-3.57611966,0.99533921,4,0.00019828,37
144,250,-0.42554685,-3.57829857,-0.42021587,-3.57796621,0.99512947,4,0.00017368,39
146,250,-0.43025014,-3.57676935,-0.41456059,-3.58112836,0.99511415,3,0.0007169,37
148,250,-0.43060726,-3.57752347,-0.41601056,-3.58408451,0.99516594,4,0.00021089,36
150,250,-0.43256441,-3.57392693,-0.41552967,-3.58607292,0.99503618,4,0.00027893,37
152,250,-0.43604136,-3.57570267,-0.41786158,-3.58873463,0.99483442,4,0.00029173,32
154,250,-0.43465525,-3.57254648,-0.41916996,-3.59501743,0.99492753,4,0.00051164,32
156,250,-0.43913639,-3.57090402,-0.41819084,-3.59649777,0.99517244,4,0.00057996,29
158,250,-0.4388884,-3.5722506,-0.41837302,-3.60077858,0.99515575,4,0.00062304,29
160,250,-0.43932986,-3.56302238,-0.42683339,-3.59648752,0.99517447,4,0.00062666,29
162,250,-0.43508679,-3.56410694,-0.42823958,-3.59096885,0.99527204,4,0.00046476,30
164,250,-0.433936,-3.56155634,-0.42259774,-3.58909798,0.99508512,4,0.00036449,30
166,250,-0.4370794,-3.55907035,-0.42230147,-3.58794689,0.99484569,4,0.00036244,30
168,250,-0.43131915,-3.56264329,-0.4160198,-3.59469461,0.99496394,4,0.00033099,27
170,250,-0.43498129,-3.55909014,-0.41627875,-3.6044147,0.99503648,4,0.00041325,30
172,250,-0.43405285,-3.55894661,-0.41755205,-3.60984731,0.99487603,4,0.00057581,28
174,250,-0.4273797,-3.55996919,-0.41856554,-3.6100235,0.9949649,4,0.00047574,30
176,250,-0.43327102,-3.5615592,-0.4175258,-3.60959888,0.99488389,4,0.00048627,30
178,250,-0.43045986,-3.55802393,-0.41972658,-3.60302186,0.99498862,4,0.00060898,31
180,250,-0.43496823,-3.5588119,-0.41846183,-3.59211755,0.99480593,4,0.00044587,30
182,250,-0.43048537,-3.55984807,-0.41704801,-3.5935185,0.99486679,4,0.00038724,29
184,250,-0.43192938,-3.55949211,-0.41754687,-3.59489131,0.99500459,4,0.00048568,26
186,250,-0.43342903,-3.55512476,-0.42656532,-3.58275819,0.99495244,4,0.00044076,27
188,250,-0.43147573,-3.5541122,-0.42776948,-3.57969499,0.99470359,4,0.00035167,28
190,250,-0.43389222,-3.55344224,-0.42787743,-3.58223891,0.99444193,4,0.00034269,29
192,250,-0.43456519,-3.55716538,-0.42752188,-3.58336592,0.99429923,4,0.00031342,28
194,250,-0.43684655,-3.55780816,-0.43149787,-3.59078741,0.99408352,4,0.00051064,26
196,250,-0.43667528,-3.55700469,-0.43055332,-3.57960081,0.99393064,4,0.00051084,27
198,250,-0.43495592,-3.55450463,-0.4313702,-3.57709742,0.99415195,4,0.0005001,28
200,250,-0.43484899,-3.55694103,-0.43283752,-3.57154155,0.99426788,4,0.00057952,31
202,250,-0.43250489,-3.55614424,-0.43311891,-3.57081914,0.99399751,4,0.00038289,34
204,250,-0.43819475,-3.55644202,-0.42901412,-3.58230734,0.99380356,4,0.00058034,31
206,250,-0.43491346,-3.55800581,-0.43527195,-3.58261943,0.99336457,4,0.00082735,31
208,250,-0.44088054,-3.55687094,-0.44030783,-3.57867527,0.99347913,4,0.00055666,31
210,250,-0.44318932,-3.55448937,-0.45044196,-3.55439258,0.99365497,4,0.00041211,28
212,250,-0.44618559,-3.55432868,-0.44937223,-3.55497956,0.99354076,4,0.0005081,29
214,250,-0.44866166,-3.55301189,-0.44572976,-3.54425526,0.99343061,4,0.00028453,33
216,250,-0.44950309,-3.55406785,-0.44691637,-3.54739141,0.99327332,4,0.00025313,34
218,250,-0.44721496,-3.55365276,-0.44870484,-3.54789162,0.99341375,3,0.00093955,35
220,250,-0.44715551,-3.55251217,-0.44578525,-3.54528594,0.99353099,4,0.00044381,35
222,250,-0.44887882,-3.54956603,-0.44685704,-3.54656959,0.99368513,4,0.00045073,36
224,250,-0.4505327,-3.55079079,-0.44730204,-3.54638863,0.9936071,4,0.0004006,32
226,250,-0.4500854,-3.55170226,-0.44732028,-3.55070615,0.99348336,4,0.00044679,36
228,250,-0.45155162,-3.54970527,-0.44226134,-3.55869603,0.99346,4,0.0003179,36
30,252,-0.39215007,-3.50397825,-0.39689222,-3.50394773,0.99641311,4,0.00023471,37
32,252,-0.39669156,-3.50298452,-0.39568263,-3.50163937,0.99645716,4,0.00022677,39
34,252,-0.39041656,-3.5016284,-0.39043871,-3.49633074,0.99644339,3,0.00085407,38
36,252,-0.39282632,-3.50468802,-0.40621898,-3.50005865,0.99632776,3,0.00087209,36
38,252,-0.39126569,-3.5041995,-0.40624192,-3.49831319,0.99620092,3,0.00067612,37
40,252,-0.39329228,-3.50480413,-0.40661097,-3.49820876,0.9962579,3,0.00055166,38
42,252,-0.39542124,-3.51210642,-0.40688771,-3.49941492,0.99634266,3,0.00072189,40
44,252,-0.39870292,-3.51595116,-0.40756848,-3.49755454,0.99629194,3,0.00061862,42
46,252,-0.4027068,-3.5160327,-0.40950939,-3.5017674,0.996162,4,0.00026849,41
48,252,-0.40445381,-3.52255154,-0.40882078,-3.50399399,0.9962154,3,0.00095864,41
50,252,-0.40845239,-3.52313161,-0.40906104,-3.51101613,0.99637145,3,0.00089272,37
52,252,-0.41055307,-3.52203512,-0.40803775,-3.50969958,0.99641734,4,0.00026432,37
54,252,-0.40875795,-3.52298522,-0.40462911,-3.51421857,0.99634022,4,0.00021722,39
56,252,-0.41663703,-3.52563834,-0.40662453,-3.51771951,0.99631107,4,0.00024687,38
58,252,-0.4156937,-3.52639985,-0.40765637,-3.51782727,0.99636197,4,0.00020746,42
60,252,-0.41744348,-3.52860332,-0.40486273,-3.51962757,0.99628711,4,0.00044481,44
62,252,-0.41324419,-3.52802038,-0.40755954,-3.52439022,0.99612331,4,0.00033564,42
64,252,-0.41532305,-3.53017187,-0.41531679,-3.52260351,0.99609482,4,0.00024121,43
66,252,-0.41500124,-3.52757668,-0.42061892,-3.52069974,0.99608594,4,0.00026589,48
68,252,-0.41360393,-3.52882767,-0.42738989,-3.52348232,0.99596405,4,0.00030584,46
70,252,-0.41823301,-3.52673531,-0.42611292,-3.52752566,0.99594903,4,0.00034025,49
72,252,-0.41393486,-3.52898836,-0.42301747,-3.52786374,0.99587196,4,0.00021873,51
74,252,-0.4165335,-3.53038859,-0.41880772,-3.5263648,0.99555296,4,0.00028134,53
76,252,-0.41603175,-3.53242469,-0.41241857,-3.52563453,0.99541247,4,0.00018566,51
78,252,-0.41675544,-3.53316832,-0.41140097,-3.52521229,0.99528319,4,0.00045771,51
80,252,-0.41835687,-3.53375816,-0.41157165,-3.53077745,0.99514914,4,0.00022761,54
82,252,-0.41902909,-3.53518081,-0.41145942,-3.53156042,0.99518758,3,0.00055091,54
84,252,-0.4172864,-3.53712797,-0.41526845,-3.53157878,0.99519235,3,0.00043368,54
86,252,-0.41671544,-3.54152822,-0.40985939,-3.53636098,0.99526137,3,0.00083197,53
88,252,-0.41700375,-3.54394507,-0.41050139,-3.53544497,0.99523151,3,0.00089998,52
90,252,-0.4148311,-3.54659843,-0.4089371,-3.53554487,0.99527961,4,0.00021544,48
92,252,-0.41567463,-3.54558969,-0.40931267,-3.53825331,0.9952817,4,0.00019489,49
94,252,-0.41804835,-3.54525089,-0.41379553,-3.5354073,0.99523133,3,0.00093033,51
96,252,-0.42073992,-3.54455519,-0.41300136,-3.53879356,0.99513072,4,0.00017973,52
98,252,-0.42301244,-3.54369092,-0.41153261,-3.54033113,0.99515909,4,0.00025375,51
100,252,-0.4223986,-3.5410943,-0.4127633,-3.54120755,0.99482328,4,0.00025845,47
102,252,-0.42649683,-3.5429492,-0.41650659,-3.55056024,0.99491823,4,0.00020098,50
104,252,-0.42386124,-3.54458642,-0.41489094,-3.55240035,0.9949733,3,0.00079809,51
106,252,-0.42764395,-3.5471487,-0.41345865,-3.55575895,0.99494052,4,0.00019264,51
108,252,-0.42633927,-3.54740787,-0.40979424,-3.55796289,0.99516416,4,0.0001975,54
110,252,-0.42555764,-3.5463922,-0.41331196,-3.55769396,0.99538767,4,0.00021051,55
112,252,-0.42949545,-3.54907274,-0.41292319,-3.55859065,0.99538159,4,0.00016843,50
114,252,-0.42410922,-3.54998326,-0.41480085,-3.55602932,0.99539644,3,0.0008138,48
116,252,-0.42326319,-3.55459642,-0.4160656,-3.5576427,0.99519253,3,0.00085253,47
118,252,-0.42373171,-3.55359459,-0.41905552,-3.56592369,0.9951905,4,0.00024133,45
120,252,-0.42420098,-3.55445051,-0.41800714,-3.56505227,0.99525088,3,0.00083606,45
122,252,-0.42412147,-3.55183315,-0.41706589,-3.56153822,0.99519408,3,0.00098891,45
124,252,-0.42586863,-3.55294895,-0.41659194,-3.5647459,0.99504638,4,0.00020816,44
126,252,-0.43298748,-3.55267358,-0.4109821,-3.56607485,0.99504238,4,0.00019719,40
128,252,-0.4332152,-3.5613842,-0.41178226,-3.56790161,0.99517035,3,0.00086324,40
130,252,-0.43425074,-3.56176519,-0.40870026,-3.56918931,0.99516362,4,0.00016683,39
132,252,-0.43343091,-3.56075311,-0.41412795,-3.57469869,0.99532646,3,0.00090915,40
134,252,-0.42878625,-3.56814194,-0.41624975,-3.5749135,0.99538434,4,0.00018708,33
136,252,-0.42854124,-3.56766224,-0.41791698,-3.57750082,0.99527639,4,0.00021551,39
138,252,-0.42708796,-3.57028127,-0.41971278,-3.57776856,0.99535185,4,0.00021655,38
140,252,-0.42583957,-3.56767941,-0.42118222,-3.58100986,0.99546969,4,0.00032094,35
142,252,-0.42966077,-3.56959677,-0.41881928,-3.58411169,0.9952485,4,0.00031657,37
144,252,-0.42540681,-3.57417035,-0.41559154,-3.57663465,0.99502456,4,0.00021939,35
146,252,-0.42915234,-3.57268572,-0.41355872,-3.57653785,0.99502915,3,0.00087784,35
148,252,-0.43157199,-3.57156348,-0.41543612,-3.57751322,0.99511176,4,0.00020374,35
150,252,-0.43349701,-3.5695622,-0.41469833,-3.58204818,0.994986,4,0.00027458,34
152,252,-0.43678617,-3.57129502,-0.41957968,-3.58719206,0.99473387,4,0.00035869,34
154,252,-0.43445888,-3.56381488,-0.41934779,-3.59053516,0.99488616,4,0.00049386,29
156,252,-0.4402363,-3.56102586,-0.41647038,-3.59458232,0.99514955,4,0.00053491,31
158,252,-0.43882123,-3.5618012,-0.42394495,-3.59424114,0.9951008,4,0.00046857,29
160,252,-0.43906596,-3.55838847,-0.42853782,-3.5924778,0.9952116,4,0.00064867,30
162,252,-0.43620852,-3.55664277,-0.43095997,-3.58862281,0.99526364,4,0.00045171,31
164,252,-0.43431351,-3.55256581,-0.42659456,-3.58857727,0.99508363,4,0.00043118,29
166,252,-0.43764019,-3.55015326,-0.42029229,-3.58848238,0.99481946,4,0.00041445,31
168,252,-0.43188205,-3.55470395,-0.41845298,-3.5863843,0.99488121,4,0.00025679,29
170,252,-0.43809274,-3.55357385,-0.41731867,-3.5977149,0.99502367,4,0.00040064,28
172,252,-0.43501309,-3.55797029,-0.41891864,-3.60495043,0.99490708,4,0.00051075,29
174,252,-0.43199688,-3.56007719,-0.42196152,-3.59870744,0.99496174,4,0.00043736,33
176,252,-0.43440819,-3.56056237,-0.42433909,-3.59820509,0.99487931,4,0.00038632,31
178,252,-0.43454713,-3.55514646,-0.42419705,-3.5988462,0.99501622,4,0.00055897,30
180,252,-0.43592772,-3.55599022,-0.42418021,-3.5925312,0.99485683,4,0.00041078,29
182,252,-0.43086812,-3.55904007,-0.4229185,-3.59343815,0.9949373,4,0.00039558,28
184,252,-0.4343138,-3.55575466,-0.43032923,-3.58974814,0.99509412,4,0.00056554,32
186,252,-0.4327122,-3.55236149,-0.43470401,-3.58921599,0.99498272,4,0.00043024,28
188,252,-0.43421432,-3.55236411,-0.435054,-3.58400536,0.99470711,4,0.0005654,26
190,252,-0.43332264,-3.55163503,-0.43450913,-3.58365345,0.99440306,4,0.00043879,28
192,252,-0.43387973,-3.55319619,-0.43470007,-3.58650708,0.99423128,4,0.00056748,29
194,252,-0.43718511,-3.55403328,-0.43469447,-3.57931089,0.99401498,4,0.00043512,31
196,252,-0.43757674,-3.55365419,-0.43325394,-3.5719471,0.99384576,4,0.00040886,30
198,252,-0.43985718,-3.55181241,-0.43337759,-3.56889391,0.99399602,4,0.00045091,28
200,252,-0.44240764,-3.55589128,-0.43091118,-3.56567049,0.99413115,4,0.00042083,28
202,252,-0.43625459,-3.55760336,-0.43146345,-3.56493735,0.99397457,4,0.00023168,31
204,252,-0.44078133,-3.55567575,-0.43071258,-3.58010697,0.99383879,4,0.00072128,30
206,252,-0.43760177,-3.55676293,-0.43524235,-3.57439852,0.99340737,4,0.0009572,32
208,252,-0.44156685,-3.54991078,-0.44000682,-3.57028508,0.99355483,4,0.00055549,32
210,252,-0.44237494,-3.54934049,-0.44082704,-3.55605197,0.99384612,4,0.00031379,32
212,252,-0.44322044,-3.5496366,-0.44953388,-3.55419683,0.99378842,4,0.00019769,32
214,252,-0.44630256,-3.54808497,-0.44909507,-3.5444181,0.99373204,4,0.00026368,31
216,252,-0.44769108,-3.54547429,-0.44803968,-3.54677749,0.9935112,4,0.00025459,32
218,252,-0.44709566,-3.54530644,-0.44976178,-3.54803443,0.99369437,4,0.00023454,32
