x,y,r1r2 ZNCC,r2_x,r2_y,ref_x,ref_y,ref_z
965,955,0.99822962,919.9515381,905.0982666,-12.74716759,2.46335125,644.2172241
970,955,0.99759787,925.2890625,905.1607666,-12.44358826,2.46292114,644.1364746
975,955,0.99713582,930.5021362,905.1933594,-12.14042854,2.46167088,644.0741577
980,955,0.99737364,935.8140259,905.2392578,-11.8370533,2.46076083,643.9966431
985,955,0.99732226,941.1746216,905.2545166,-11.53364849,2.4589231,643.911438
990,955,0.99730158,946.4109497,905.3024902,-11.23062134,2.45811462,643.8446655
995,955,0.99778616,951.7208862,905.3882446,-10.92746735,2.45838261,643.7664185
1000,955,0.99775445,956.9902344,905.513794,-10.62441921,2.45984674,643.6942749
1005,955,0.99817973,962.3009033,905.6354981,-10.32131195,2.4611764,643.6156616
1010,955,0.99834579,967.6004639,905.5906372,-10.01845455,2.45759344,643.5380249
1015,955,0.99786687,972.9442139,905.6829224,-9.71545219,2.45803809,643.4537964
1020,955,0.99769843,978.2612305,905.692688,-9.41263771,2.45605922,643.373169
1025,955,0.99734676,983.4754028,905.8197022,-9.1100893,2.45760155,643.3077393
1030,955,0.99711925,988.7504273,905.9406128,-8.80745316,2.45892525,643.2328491
1035,955,0.99761057,993.9277344,906.0023804,-8.50507736,2.45855212,643.1723633
1040,955,0.99762225,999.2949829,906.1361694,-8.20240974,2.46020961,643.0830689
1045,955,0.99765986,1004.535278,906.1049805,-7.90007639,2.45705819,643.0126343
1050,955,0.99794281,1009.779968,906.1323853,-7.59777308,2.45563722,642.9412842
1055,955,0.99769694,1015.108276,906.2202148,-7.29538965,2.4559567,642.8569946
1060,955,0.99739021,1020.367126,906.3248901,-6.99313688,2.45680904,642.7830811
1065,955,0.99786651,1025.550171,906.4403076,-6.69112682,2.45801759,642.7198486
1070,955,0.99755353,1030.843872,906.4425049,-6.38903093,2.45582557,642.6400147
1075,955,0.9976632,1036.196411,906.4303589,-6.08692694,2.45317745,642.5509644
1080,955,0.9971242,1041.4729,906.6078491,-5.78491163,2.45617342,642.4731445
1085,955,0.99598461,1046.647217,906.4957275,-5.48324156,2.45066357,642.4102783
1090,955,0.99740797,1051.849731,906.7542725,-5.18145752,2.45609188,642.3429565
1095,955,0.9978587,1057.135376,906.7158814,-4.87974501,2.45270324,642.2627564
1100,955,0.99826401,1062.386841,906.7969971,-4.57809305,2.45286202,642.187561
1105,955,0.99813432,1067.620972,906.9246826,-4.27652073,2.45441008,642.114624
1110,955,0.99788904,1072.812378,907.0317993,-3.97501707,2.4553678,642.0478516
1115,955,0.99801975,1078.128906,907.1472168,-3.67352581,2.45650935,641.9620361
1120,955,0.99734426,1083.297119,907.1791992,-3.37220025,2.45525932,641.8981323
1125,955,0.99771851,1088.468872,907.2356567,-3.07094836,2.45473146,641.8334351
1130,955,0.99745601,1093.744141,907.2877197,-2.7697227,2.45401978,641.7528076
1135,955,0.99566895,1099.105225,907.324646,-2.46850443,2.45282054,641.6592407
1140,955,0.99676394,1104.16626,907.4976196,-2.16748285,2.455791,641.6102905
1145,955,0.99706566,1109.447998,907.470459,-1.86644006,2.45273447,641.5281372
1150,955,0.9975149,1114.75647,907.5318604,-1.56542718,2.45228171,641.4415283
1155,955,0.99733049,1119.984619,907.5811768,-1.26456165,2.45151496,641.3666382
1160,955,0.99768096,1125.120483,907.6068115,-0.96381867,2.45009279,641.3053589
1165,955,0.99753892,1130.274902,907.6894531,-0.66308951,2.45034337,641.2410278
1170,955,0.99760509,1135.52002,907.7719116,-0.36239147,2.45054841,641.1628418
1175,955,0.9975481,1140.77478,907.8606567,-0.06174885,2.45093226,641.0831299
1180,955,0.99703455,1145.928955,907.9265137,0.2387521,2.45069051,641.0177612
1185,955,0.99754494,1151.143311,908.0101318,0.53923154,2.45094347,640.9432983
1190,955,0.99724525,1156.360596,908.0402832,0.83961231,2.44961238,640.8682861
1195,955,0.99764842,1161.600708,908.1343994,1.13995492,2.45016122,640.7894287
1200,955,0.99848676,1166.812622,908.2664795,1.44022393,2.45185256,640.7145996
1205,955,0.99843514,1171.976563,908.3262329,1.74042702,2.45142484,640.6465454
1210,955,0.99845767,1177.178345,908.3167725,2.04045463,2.44892764,640.5724487
1215,955,0.99828261,1182.370972,908.3951416,2.34052038,2.44903564,640.4996338
1220,955,0.99811268,1187.563599,908.4526367,2.6405642,2.44852471,640.4267578
1225,955,0.99805003,1192.782715,908.5046387,2.94044161,2.44784021,640.3493652
1230,955,0.99811715,1197.988281,908.5574951,3.24026203,2.44718695,640.2736816
1235,955,0.9978348,1203.121216,908.5653687,3.54008174,2.44523883,640.2089233
1240,955,0.99657482,1208.332764,908.7410889,3.83979034,2.44821811,640.1317749
1245,955,0.9966386,1213.522095,908.810791,4.13944054,2.44807363,640.0578613
1250,955,0.99603748,1218.63501,908.8538208,4.43908834,2.44717312,639.9950562
1255,955,0.99751139,1223.789673,908.9327393,4.73861456,2.4473176,639.9256592
1260,955,0.99694246,1228.985962,908.9593506,5.03801823,2.44589067,639.8498535
1265,955,0.99696368,1234.176025,908.9876099,5.33738184,2.44451332,639.7747192
1270,955,0.99684548,1239.367188,909.1051636,5.63668966,2.44578338,639.6992188
1275,955,0.99575567,1244.459595,909.2416992,5.93606806,2.44766498,639.6380615
1280,955,0.9969483,1249.628052,909.2472534,6.23521566,2.44562721,639.5653687
1285,955,0.99670726,1254.891357,909.3174439,6.5341382,2.44545984,639.4780273
1290,955,0.99742967,1260.03833,909.4240723,6.83321381,2.44642711,639.4078369
1295,955,0.9971081,1265.159668,909.4711914,7.13223791,2.44564581,639.3414917
1300,955,0.99683338,1270.345825,909.4909668,7.43110943,2.44402075,639.2650757
1305,955,0.99702138,1275.483398,909.5506592,7.72995138,2.44360089,639.1956177
1310,955,0.99533904,1280.710693,909.7001953,8.02862072,2.44580007,639.1123657
1315,955,0.99674255,1285.893799,909.8045654,8.32725334,2.44668674,639.0354004
1320,955,0.99702305,1290.987671,909.814148,8.62596035,2.44480252,638.9717407
1325,955,0.98755443,1296.196411,909.7716065,8.92436314,2.4413178,638.8904419
1330,955,0.98561072,1301.567871,909.6188355,9.22224998,2.43448067,638.7843628
1335,955,0.97762841,1309.834717,909.7092285,9.51366425,2.43340921,638.2438965
1340,955,0.8700881,1318.2229,909.0935669,9.80399418,2.41137433,637.6854248
1345,955,0.94940066,1326.436523,909.6124878,10.09470844,2.42303991,637.1536255
1350,955,0.86248493,1336.646118,907.4686279,10.37891483,2.35496068,636.3239136
1355,955,0.71838641,1350.964111,905.2752075,10.65196419,2.28366852,634.8841553
1360,955,0.73058802,1350.596436,909.7074585,10.96458435,2.41498733,635.631897
1365,955,0.94841057,1357.960693,910.0651245,11.25552559,2.42227435,635.2276611
1370,955,0.68672395,1379.88208,905.9589844,11.50482368,2.29103088,632.6655884
1375,955,0.72582084,1373.851196,911.3513794,11.8333559,2.45310497,634.2468872
1380,955,0.96945888,1381.688232,910.8374634,12.12136936,2.43442798,633.7728272
1385,955,0.92681813,1389.481934,911.1292725,12.40948105,2.43954134,633.305481
1390,955,0.9941681,1396.985107,910.9265137,12.69775391,2.43022442,632.8811646
1395,955,0.99473631,1404.684326,911.0719605,12.98518181,2.4310708,632.4279785
1400,955,0.99521118,1412.440552,911.1425781,13.27196884,2.42968702,631.9664917
1405,955,0.99570048,1419.951416,911.2272339,13.55912781,2.42883897,631.5413818
1410,955,0.99505156,1426.816284,911.1691895,13.84794903,2.4241097,631.2116699
1415,955,0.99432307,1432.53833,911.2800903,14.14025879,2.42491198,631.0499878
1420,955,0.99555522,1436.924561,911.5401611,14.43699932,2.43075657,631.085022
1425,955,0.99388003,1440.735474,911.6985474,14.73567486,2.43389606,631.2044067
1430,955,0.9929018,1444.397339,911.6368408,15.03485966,2.43063378,631.3456421
1435,955,0.98864818,1447.708496,911.5929565,15.33551598,2.42806435,631.5386353
1440,955,0.98528409,1450.933472,911.6506958,15.63667679,2.42853212,631.7443848
1445,955,0.97597504,1453.623291,911.7449341,15.93998337,2.43033719,632.0289917
1450,955,0.54428393,1431.901489,912.0779419,16.33707237,2.45133948,635.9487915
1455,955,-0.04441679,1431.310059,909.8156738,16.65459442,2.38483262,636.7295532
1460,955,0.14000398,1438.106812,910.4251099,16.94464684,2.39992285,636.4029541
1465,955,0.98676944,1467.892822,912.0023804,17.14197731,2.43231177,632.6485596
1470,955,0.98958403,1471.188354,911.9820557,17.44392395,2.430439,632.8435669
1475,955,0.60231066,1475.767822,912.019104,17.74070358,2.42962742,632.8478394
1480,955,0.9891066,1477.974121,912.0100098,18.04754639,2.42862225,633.2045288
1485,955,0.56772351,1471.163696,913.1875,18.39410591,2.46725774,634.9066773
1490,955,0.98846787,1484.599487,912.1513672,18.65250969,2.43023491,633.5889282
1495,955,0.67255235,1486.005859,915.0128174,18.96490288,2.51465654,634.0653687
1500,955,0.98961473,1491.236694,912.2775879,19.25816154,2.43139505,633.9714966
1505,955,0.39042866,1398.548828,912.8082886,20.01312828,2.49478102,648.8091431
1510,955,0.35114294,1407.598755,911.4375,20.29506683,2.4490335,648.1192017
1515,955,0.51111376,1446.494751,908.4651489,20.4292202,2.34046221,642.8244019
1520,955,0.99017835,1504.548096,912.4208374,20.47140312,2.43046403,634.7305298
1525,955,0.99234188,1507.891235,912.4775391,20.77505875,2.43084335,634.9178467
1530,955,0.887474,1511.180054,912.5942993,21.07920265,2.43303347,635.1132813
1535,955,0.94404089,1514.647827,913.3903809,21.38294029,2.4553256,635.2819214
1540,955,0.89063966,1516.669678,912.9187012,21.69368744,2.44066858,635.6676636
1545,955,0.71062112,1520.52356,913.9795532,21.99594116,2.47066927,635.7783203
1550,955,0.97432703,1525.874146,912.8605957,22.28946304,2.43507457,635.6635742
1555,955,0.99641025,1531.05835,912.8071899,22.58420181,2.4312644,635.5736694
1560,955,0.99625891,1536.175659,912.9577637,22.87929535,2.4335506,635.4935303
1565,955,0.99680096,1541.106812,912.9743042,23.17527771,2.43194628,635.4411011
1570,955,0.99621683,1546.137817,913.0511475,23.47064018,2.43208551,635.3733521
1575,955,0.99693263,1551.165405,913.0864258,23.76591492,2.43098903,635.3057861
1580,955,0.99793345,1556.209961,913.2412109,24.06113052,2.43344045,635.2355957
1585,955,0.99787086,1561.346191,913.2550049,24.35570335,2.43165088,635.1514282
1590,955,0.99787509,1566.401245,913.3071899,24.65063095,2.43104362,635.0791626
1595,955,0.99789774,1571.430298,913.3820801,24.94561577,2.43112636,635.0103149
1600,955,0.99746478,1576.403198,913.4313965,25.2408638,2.43047404,634.9497681
1605,955,0.997711,1581.470581,913.4899902,25.53550148,2.43004942,634.8747559
1610,955,0.9976418,1586.554199,913.5452881,25.82997131,2.42952085,634.7971191
1615,955,0.99723017,1591.578003,913.6253662,26.12466431,2.42975855,634.7280273
1620,955,0.99740309,1596.593994,913.7096558,26.41941261,2.43012595,634.6600952
1625,955,0.99727792,1601.661377,913.793457,26.71372032,2.43044925,634.5840454
1630,955,0.99797583,1606.771973,913.8186035,27.00764847,2.42901015,634.5012817
1635,955,0.99809188,1611.767822,913.8383179,27.30222511,2.42746425,634.4353638
1640,955,0.99815983,1616.862549,913.973999,27.59614563,2.42932105,634.3545532
1645,955,0.99778378,1621.807251,914.0029297,27.89095306,2.42807388,634.2960815
1650,955,0.99803114,1626.845093,914.0415649,28.18499565,2.42706847,634.2229004
1655,955,0.99790877,1631.86731,914.1138916,28.47912598,2.42707801,634.1521606
1660,955,0.99745631,1636.88147,914.1991577,28.7731781,2.42747259,634.0821533
1665,955,0.99753946,1641.929443,914.2685547,29.06695938,2.42737865,634.0068359
1670,955,0.99732471,1646.939331,914.2943726,29.36088371,2.42600894,633.9370117
1675,955,0.99786162,1651.978516,914.3647461,29.65459251,2.42594481,633.8626709
1680,955,0.99768257,1656.970215,914.4279785,29.94854546,2.42569566,633.7952881
1685,955,0.99795502,1661.939453,914.4567871,30.24254608,2.42443085,633.730835
1690,955,0.99753332,1666.971558,914.5518799,30.53602791,2.42510843,633.6566162
1695,955,0.99759495,1671.949463,914.663147,30.82985878,2.42629766,633.590332
1700,955,0.99805659,1676.937134,914.7023926,31.12345123,2.42533684,633.5223389
1705,955,0.99741989,1681.906494,914.7376099,31.41717529,2.42426038,633.4568481
1710,955,0.99766034,1686.971069,914.8151856,31.71013451,2.42440009,633.37677
1715,955,0.99756211,1692.010376,914.8879395,32.00317383,2.42441082,633.300415
1720,955,0.9968791,1697.01062,914.9432983,32.29637909,2.42391896,633.2293701
1725,955,0.99777627,1701.958252,915.0223389,32.58997345,2.42416215,633.1661987
1730,955,0.99713439,1706.947266,915.0949097,32.88309097,2.42418766,633.0962524
1735,955,0.99758387,1711.933105,915.1521606,33.17621994,2.42375946,633.0266724
1740,955,0.98122954,1716.746582,915.3093262,33.47062302,2.42640185,632.9827271
1745,955,0.8782863,1722.882446,914.6125488,33.75403595,2.40291047,632.739624
1750,955,0.6322329,1730.363281,914.5345459,34.02664566,2.39721942,632.2944946
1755,955,0.51482129,1743.694946,916.3842163,34.2519989,2.44603992,630.9725342
1760,955,0.39854652,1746.808472,918.0862427,34.55991745,2.49552488,631.1819458
1765,955,0.58325946,1739.218628,915.0168457,34.95481491,2.40820312,632.9998169
1770,955,0.99408257,1777.79895,915.6247559,34.96805954,2.40761638,627.9053955
1775,955,0.99479741,1784.566895,915.7820435,35.24354172,2.40927982,627.5693359
1780,955,0.99573523,1791.369019,915.8475342,35.51839066,2.40820432,627.2281494
1785,955,0.99620515,1797.531128,915.975647,35.79834747,2.40929699,626.9816284
1790,955,0.99696934,1803.926636,916.1028442,36.07607269,2.41024995,626.7003784
1795,955,0.99771011,1810.304199,916.1773682,36.35360718,2.40965414,626.4216919
1800,955,0.99748623,1815.980347,916.2167358,36.63691711,2.40835547,626.2463989
1805,955,0.99691087,1821.794189,916.3311157,36.91894913,2.40921402,626.0506592
1810,955,0.99592781,1827.123779,916.4282227,37.20508957,2.40979505,625.9265137
1815,955,0.99496454,1832.666016,916.5880127,37.48904419,2.41212964,625.7700806
1820,955,0.99456435,1838.144043,916.6917725,37.77355957,2.41283536,625.6235352
1825,955,0.99441934,1842.898193,916.7866821,38.06438446,2.41363668,625.5834961
1830,955,0.9925862,1848.67981,916.9667358,38.34585571,2.41645074,625.3912964
1835,955,0.99160683,1855.069092,917.1308594,38.62161636,2.41849232,625.109314
1840,955,0.99286109,1858.643188,916.6558228,38.9226532,2.40300632,625.2426148
1845,955,0.99398261,1863.341919,916.8260498,39.21369171,2.40606141,625.2096558
1850,955,0.99442661,1868.530518,916.9552612,39.50009155,2.40766287,625.104187
1855,955,0.99342239,1873.332031,917.0179443,39.7899437,2.40748501,625.0554199
1860,955,0.99261701,1877.822388,917.0704956,40.08274841,2.40715623,625.0526123
1865,955,0.99069279,1882.167847,917.0841065,40.37685394,2.40575027,625.0708008
1870,955,0.99265122,1886.081299,917.1546021,40.67510986,2.4062345,625.1525879
1875,955,0.99397969,1889.608276,917.2209473,40.9772377,2.40678787,625.291626
1880,955,0.99706566,1894.495728,917.2056885,41.26615143,2.40425682,625.229126
1885,955,0.99575675,1898.712646,917.2521362,41.56161499,2.40388131,625.265686
1890,955,0.99408019,1902.430298,917.4018555,41.86203766,2.40681338,625.3756714
1895,955,0.99194843,1906.531372,917.3796387,42.15867996,2.40445805,625.428772
1900,955,0.99360991,1910.375977,917.5088501,42.45800018,2.40671802,625.5197144
1905,955,0.99208516,1914.297607,917.5570679,42.75662231,2.40653801,625.5992432
1910,955,0.89722103,1901.703003,915.4754639,43.22359848,2.35105515,628.1384888
1915,955,0.87024832,1912.118896,915.6500244,43.45638657,2.35149646,627.2487183
1920,955,0.63136768,1877.827515,916.0720215,44.1571312,2.38104534,633.0792847
1925,955,0.79346222,1907.480591,915.1185303,44.18634796,2.33837223,629.2759399
1930,955,0.43964213,1911.818481,914.7293091,44.4822998,2.32490945,629.293457
1935,955,0.65536737,1803.737793,913.473999,46.01025009,2.3394556,646.6338501
1940,955,0.59596157,1809.684448,911.7474365,46.295681,2.28387332,646.401062
1945,955,0.75505912,1923.809326,916.0441895,45.38242722,2.35916734,629.4990234
1950,955,0.74326611,1926.353271,919.5875244,45.69973373,2.46418118,629.7856445
1955,955,0.82959336,1932.717529,919.6801758,45.97387695,2.46410131,629.4974365
1960,955,0.91520476,1935.630005,918.859375,46.28548431,2.43845606,629.7282105
1965,955,0.93678528,1939.702393,918.104126,46.58436584,2.41416264,629.7842407
1970,955,0.98034227,1944.241089,918.1008911,46.87847137,2.41213632,629.7699585
1975,955,0.99750251,1949.409668,918.1879883,47.16537857,2.41250014,629.6603394
1980,955,0.99741811,1954.340454,918.2138062,47.45492172,2.4111464,629.5864868
420,960,0.99607998,329.7937927,902.7658081,-46.2505722,2.79680681,652.5120239
425,960,0.99610323,335.2997742,902.9039307,-45.93952179,2.79851818,652.4383545
430,960,0.99624217,340.8370056,902.8967285,-45.62827682,2.79595375,652.3596191
435,960,0.99639767,346.4890137,903.0062256,-45.31585312,2.79674339,652.2634277
440,960,0.99689084,351.942627,903.0040283,-45.00556946,2.794379,652.1964111
445,960,0.99684209,357.4494019,903.0999756,-44.694767,2.79485011,652.1213379
450,960,0.99752396,362.928894,903.1977539,-44.38426208,2.79539466,652.0499268
455,960,0.99697465,368.4111939,903.2606201,-44.07378769,2.79491258,651.9779053
460,960,0.99726206,373.9528198,903.414978,-43.76274109,2.79707575,651.8967285
465,960,0.99765611,379.4743652,903.3713989,-43.45200348,2.79345441,651.8181763
470,960,0.9973551,384.9740601,903.4515381,-43.14151382,2.793468,651.7426758
475,960,0.99762058,390.4588928,903.5735474,-42.83118057,2.7947166,651.6690674
480,960,0.99784279,395.9390564,903.6393433,-42.52098083,2.79431796,651.5957642
485,960,0.99760568,401.4717407,903.6511231,-42.21032715,2.79230928,651.5144043
490,960,0.99761814,407.0151367,903.7041016,-41.8996315,2.79149914,651.4310913
495,960,0.99728477,412.5260925,903.7928467,-41.58925629,2.79175806,651.352417
500,960,0.99707103,418.0323181,903.8495483,-41.27900314,2.79108167,651.2741089
505,960,0.99729794,423.5723267,903.9255981,-40.96852493,2.79094768,651.1901856
510,960,0.99754316,429.0160523,904.0498047,-40.65891266,2.79228115,651.1207886
515,960,0.99764711,434.5219727,904.0853272,-40.34884644,2.79098225,651.0414429
520,960,0.99784142,440.0151978,904.1657105,-40.03893661,2.7910018,650.9638062
525,960,0.99763817,445.4614868,904.2266235,-39.72949219,2.79047942,650.8930054
530,960,0.99751818,450.9454041,904.258667,-39.41979218,2.78908849,650.8161011
535,960,0.99777907,456.45047,904.3411255,-39.10987854,2.78916264,650.736023
540,960,0.99747568,461.88797,904.3765259,-38.80072784,2.78789425,650.6653442
545,960,0.99715012,467.4470215,904.4546509,-38.49047089,2.78781199,650.5764771
550,960,0.99703884,472.9199219,904.5525513,-38.18106461,2.78834891,650.5
555,960,0.99695623,478.3035889,904.635437,-37.87245941,2.78850746,650.4366455
560,960,0.99674112,483.8013001,904.6866455,-37.56292343,2.7876668,650.3561401
565,960,0.99719995,489.2664185,904.7174072,-37.25378418,2.78624511,650.2798462
570,960,0.99723357,494.7798462,904.8010254,-36.94418716,2.78634691,650.1962891
575,960,0.99716949,500.2479248,904.9110107,-36.6350975,2.78724551,650.1190186
580,960,0.99713671,505.6369019,905.0082398,-36.32667542,2.78781557,650.0534668
585,960,0.99705225,511.1822205,905.0515137,-36.0170517,2.78671646,649.9641113
590,960,0.99668801,516.7355347,905.1143189,-35.70740509,2.7861793,649.8734131
595,960,0.99761266,522.1652832,905.2365723,-35.39884186,2.78746128,649.8005981
600,960,0.99779886,527.6332398,905.2515869,-35.09000397,2.78557205,649.7220459
605,960,0.99791527,533.0458374,905.3249512,-34.78171158,2.78543186,649.6512451
610,960,0.99797207,538.4492798,905.4251709,-34.47348022,2.78607607,649.5817261
615,960,0.99744183,543.9403687,905.4439087,-34.16464233,2.78428531,649.4987793
620,960,0.99757594,549.3653565,905.4533691,-33.85640717,2.78225541,649.4252319
625,960,0.99759477,554.8493652,905.5152588,-33.54771805,2.78173232,649.3428955
630,960,0.99692351,560.3284912,905.6586914,-33.2391243,2.78360486,649.2607422
635,960,0.99739587,565.7532959,905.7498779,-32.93100739,2.78397322,649.1865234
640,960,0.99742448,571.1696167,905.8173828,-32.6230278,2.7836566,649.1130981
645,960,0.99715936,576.6383057,905.9024048,-32.31471252,2.7838161,649.0316773
650,960,0.99780959,582.0782471,905.9812622,-32.0066452,2.78381586,648.9542847
655,960,0.99747568,587.4938355,906.0652466,-31.69881821,2.78398061,648.8803101
660,960,0.99797106,592.9404907,906.1134033,-31.39088631,2.78306985,648.8010254
665,960,0.99779326,598.4035645,906.1260376,-31.08286285,2.78111053,648.7192993
670,960,0.99734658,603.8130493,906.2223511,-30.77524376,2.78163958,648.6452637
675,960,0.99708378,609.2053833,906.2843018,-30.46782684,2.78116679,648.5734253
680,960,0.99720252,614.6252441,906.338562,-30.16024399,2.78045249,648.4972534
685,960,0.99749106,620.0413208,906.4445801,-29.8527832,2.78126121,648.4210815
690,960,0.9977563,625.4451904,906.4972534,-29.54542351,2.78051019,648.3466797
695,960,0.99796307,630.9074707,906.5959473,-29.23771858,2.78107214,648.2633667
700,960,0.99764913,636.2927856,906.6741943,-28.93062019,2.78108215,648.1911011
705,960,0.99745047,641.6932983,906.7133789,-28.62352371,2.77993488,648.116272
710,960,0.99722689,647.116394,906.7269287,-28.31626511,2.77801967,648.0377808
715,960,0.99728447,652.4846802,906.8295898,-28.00943184,2.77875543,647.9672241
720,960,0.99661177,657.9430542,906.8798218,-27.70208168,2.77790046,647.8828735
725,960,0.99746507,663.3352661,906.9462891,-27.39522743,2.7775569,647.8081055
730,960,0.99746901,668.7076416,906.9991455,-27.08853531,2.77682543,647.736084
735,960,0.99719197,674.147644,907.0402832,-26.78152275,2.77570915,647.6534424
740,960,0.99752301,679.607605,907.0827026,-26.47440338,2.77462077,647.567749
745,960,0.99547672,684.9188843,907.1823731,-26.16829491,2.77530026,647.5038452
750,960,0.99611676,690.276001,907.2774048,-25.86190224,2.77581763,647.4329224
755,960,0.9964143,695.6907959,907.3634033,-25.55524254,2.77603436,647.3530884
760,960,0.99596304,701.1165161,907.4890137,-25.24855614,2.77741027,647.2712402
765,960,0.99765682,706.4516602,907.4695435,-24.94252014,2.77456903,647.2025757
770,960,0.99721128,711.8435669,907.5761108,-24.63617325,2.77540541,647.1253662
775,960,0.99765939,717.2285767,907.6697388,-24.32995033,2.77586365,647.048584
780,960,0.9981342,722.6522217,907.7081299,-24.02355003,2.77467322,646.9660645
785,960,0.99788821,727.9890137,907.7603149,-23.71769524,2.77393842,646.8959961
790,960,0.99774873,733.3104248,907.8165894,-23.41198349,2.7733345,646.8280029
795,960,0.9977138,738.7095947,907.9078369,-23.10589981,2.77371645,646.748169
800,960,0.99736667,744.0512085,907.9667358,-22.80018806,2.77317262,646.6765137
805,960,0.9972111,749.4377441,908.0515747,-22.49433708,2.77337122,646.5979004
810,960,0.99774981,754.6820068,908.1525879,-22.18921471,2.77412486,646.5402832
815,960,0.99763781,760.1221924,908.1942139,-21.88318062,2.77301884,646.453064
820,960,0.99755639,765.515625,908.3040161,-21.57742882,2.77394462,646.3726196
825,960,0.99761039,770.8601074,908.3578491,-21.27198029,2.77325583,646.2991943
830,960,0.99779302,776.2155151,908.3689575,-20.96660805,2.77129722,646.2236328
835,960,0.99794906,781.6116943,908.5022583,-20.66102791,2.7729156,646.1417847
840,960,0.99793643,786.9353638,908.5971069,-20.35585976,2.77344155,646.0706177
845,960,0.99799526,792.2709961,908.6366577,-20.05072212,2.77233386,645.9973145
850,960,0.99811208,797.6132813,908.742981,-19.74555588,2.77318716,645.9227905
855,960,0.99813944,802.9592285,908.7245483,-19.44051743,2.77036476,645.8474121
860,960,0.99815971,808.3588257,908.833252,-19.13523483,2.77125478,645.7636108
865,960,0.99808109,813.6893311,908.9781494,-18.83034897,2.77325201,645.6899414
870,960,0.99781412,819.0039673,908.9996338,-18.52560425,2.77162051,645.6182251
875,960,0.9974789,824.3460083,908.9908447,-18.22083664,2.76908398,645.5421143
880,960,0.99724597,829.6707764,909.0626831,-17.91614723,2.76893139,645.4685669
885,960,0.99721003,834.9927979,909.1347046,-17.6115551,2.76878405,645.3948364
890,960,0.99730343,840.3276367,909.2098389,-17.30697823,2.76872277,645.3189697
895,960,0.99744999,845.685669,909.2461548,-17.00233269,2.76750278,645.239502
900,960,0.99779731,851.0029297,909.3130493,-16.6979332,2.76720524,645.1658325
905,960,0.99782127,856.3499756,909.4113159,-16.39347267,2.7678175,645.0871582
910,960,0.99762201,861.6304321,909.4750977,-16.08935738,2.76745033,645.0184326
915,960,0.99772495,866.9328613,909.5506592,-15.78520584,2.76741838,644.9459229
920,960,0.99787694,872.2679443,909.6487427,-15.48093796,2.76803327,644.8685303
925,960,0.99724388,877.5886841,909.701416,-15.17683983,2.7673142,644.7928467
930,960,0.99748904,882.9099121,909.7292481,-14.8728447,2.7658639,644.7166748
935,960,0.99753231,888.2174072,909.8126831,-14.56891632,2.76605797,644.642273
940,960,0.99796098,893.5714722,909.8983154,-14.26483154,2.76629186,644.5609741
945,960,0.99799877,898.8851929,909.9216919,-13.96106434,2.76471519,644.4850464
950,960,0.99821287,904.1549683,910,-13.65745831,2.7647779,644.4154663
955,960,0.99827898,909.5026245,910.0756226,-13.35366821,2.76472139,644.3339844
960,960,0.99769372,914.8073731,910.1375732,-13.05004025,2.76428437,644.258728
965,960,0.99778587,920.104126,910.2301025,-12.74652576,2.76475692,644.1842651
970,960,0.99734014,925.4818726,910.2871704,-12.44284248,2.76413178,644.0974731
975,960,0.99723846,930.7017212,910.3605957,-12.13969231,2.76408124,644.0339966
980,960,0.99716902,935.9998169,910.4216309,-11.83631992,2.76362085,643.9588013
985,960,0.99713629,941.3469238,910.5108032,-11.53293514,2.76395917,643.8756104
990,960,0.99728554,946.574707,910.5496216,-11.22998333,2.76288748,643.8099976
995,960,0.99769396,951.9005127,910.6362305,-10.92676258,2.76316214,643.7295532
1000,960,0.9978236,957.1851196,910.6939697,-10.62375832,2.76260972,643.6549683
1005,960,0.99803805,962.5184326,910.7407837,-10.32068062,2.76170945,643.572876
1010,960,0.99825472,967.7619629,910.8175049,-10.01787949,2.76174164,643.5038452
1015,960,0.99782473,973.0766602,910.864624,-9.71498299,2.76085734,643.4238892
1020,960,0.99751258,978.3908081,910.944397,-9.41214848,2.76093936,643.34375
1025,960,0.9973008,983.6264648,911.0299072,-9.10962009,2.7612431,643.2748413
1030,960,0.99702013,988.9413452,911.0708008,-8.80696201,2.76017618,643.1939697
1035,960,0.99704045,994.1803589,911.0668335,-8.50451851,2.75782681,643.1242676
1040,960,0.99723625,999.5228882,911.227356,-8.20183563,2.76027465,643.0389404
1045,960,0.99733227,1004.75946,911.272644,-7.89951754,2.75938129,642.9689331
1050,960,0.99774528,1009.993958,911.3011475,-7.59724569,2.75799322,642.8991699
1055,960,0.99634749,1015.333984,911.3106079,-7.29488754,2.75598121,642.8130493
1060,960,0.9946183,1020.4646,911.4586182,-6.99286604,2.7581811,642.7582398
1065,960,0.99682063,1025.782349,911.5205689,-6.69071674,2.75773191,642.6748657
1070,960,0.99715847,1031.013306,911.6189575,-6.38867235,2.75840664,642.6044312
1075,960,0.99739313,1036.317871,911.6707153,-6.0866046,2.75766516,642.5228272
1080,960,0.9975729,1041.630127,911.6726074,-5.78468657,2.75544238,642.43927
1085,960,0.99720174,1046.880737,911.6900635,-5.48288488,2.75371718,642.3649902
1090,960,0.99796218,1052.132324,911.7420044,-5.18112135,2.7530067,642.2902222
1095,960,0.99809372,1057.346191,911.8493652,-4.87942648,2.75395799,642.2210693
1100,960,0.99824846,1062.550537,911.942688,-4.5778718,2.75450015,642.15271
